X,Y,OBJECTID,NAME_OF_DISTRICT_COUNCIL_DISTRI,LOCATION_EN,ADDRESS_EN,NAME_OF_DISTRICT_COUNCIL_DIST_1,LOCATION_TC,ADDRESS_TC,NAME_OF_DISTRICT_COUNCIL_DIST_2,LOCATION_SC,ADDRESS_SC,STANDARD_BS1363_no,MEDIUM_IEC62196_no,MEDIUM_SAEJ1772_no,MEDIUM_OTHERS_no,QUICK_CHAdeMO_no,QUICK_CCS_DC_COMBO_no,QUICK_IEC62196_no,QUICK_GB_T20234_3_DC__no,QUICK_OTHERS_no,REMARK_FOR__OTHERS_,DATA_PATH
12709604.7477257,2550367.48802059,384,Yau Tsim Mong,Grand Century Place,"PRINCE EDWARD ROAD WEST, YAU TSIM MONG",油尖旺區,新世紀廣場,油尖旺 太子道西,油尖旺区,新世纪广场,油尖旺 太子道西,2,0,0,0,0,0,2,0,0,-,-
12707983.8246202,2547741.9166321,385,Yau Tsim Mong,West Kowloon Cultural District Zone E Car Park,"Cultural District, West Kowloon, No.36 Museum Dr, Tsim Sha Tsui",油尖旺區,西九龍文化區E區停車場,西九龍博物館道36號,油尖旺区,西九龙文化区E区停车场,西九龙博物馆道36号,0,20,0,0,0,0,0,0,0,-,-
12709891.8406924,2546912.9373695,386,Yau Tsim Mong,K11 MUSEA,18 SALISBURY RD,油尖旺區,K11 人文購物藝術館,梳士巴利道18號,油尖旺区,K11 人文购物艺术馆,梳士巴利道18号,0,21,0,0,0,10,0,0,0,-,-
12709924.4573032,2548564.67987416,387,Yau Tsim Mong,Queen Elizabeth Hospital (Ambulatory Care Centre Extension),"Queen Elizabeth Hospital Rd, King's Park",油尖旺區,伊利沙伯醫院(日間醫療中心新翼),京士柏伊利沙伯醫院路,油尖旺区,伊利沙伯医院(日间医疗中心新翼),京士柏伊利沙伯医院路,12,2,0,0,0,0,0,0,0,-,-
12709165.035737,2548792.81790969,388,Yau Tsim Mong,Prosperous Garden,"PUBLIC SQUARE STREET, YAU TSIM MONG",油尖旺區,駿發花園,油尖旺 眾坊街,油尖旺区,骏发花园,油尖旺 众坊街,1,1,0,0,0,0,0,0,0,-,-
12708720.2030518,2548044.16133188,389,Yau Tsim Mong,Hong Kong West Kowloon Station Car Park,B2 Basement Floor of West Kowloon Station in the Hong Kong Section of the Exprss Rail Link,油尖旺區,高鐵香港段西九龍站停車場,高鐵香港段西九龍站的地下庫B2,油尖旺区,高铁香港段西九龙站停车场,高铁香港段西九龙站的地下库B2,0,0,10,0,0,0,0,0,0,-,-
12709407.1556295,2547814.22866316,390,Yau Tsim Mong,Kowloon Park,"22, Austin Road, Tsim Sha Tsui, Kowloon",油尖旺區,九龍公園,九龍尖沙咀柯士甸道22號,油尖旺区,九龙公园,九龙尖沙咀柯士甸道22号,0,9,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12710267.0986959,2547846.47439461,391,Yau Tsim Mong,CONCORDIA PLAZA,"SCIENCE MUSEUM ROAD, YAU TSIM MONG",油尖旺區,康宏廣場,油尖旺 科學館道,油尖旺区,康宏广场,油尖旺 科学馆道,0,0,0,0,0,4,0,0,0,-,-
12709552.7615235,2548531.59049016,392,Yau Tsim Mong,Eaton Hotel,Pak Hoi Street,油尖旺區,逸東酒店,北海街,油尖旺区,逸东酒店,北海街,0,2,0,0,0,0,0,0,0,-,-
12709863.3429028,2548907.36939953,393,Yau Tsim Mong,Hong Kong Red Cross Blood Transfusion Service,"15 King's Park Rise, Yau Ma Tei",油尖旺區,香港紅十字會輸血服務中心,油麻地京士柏道15號,油尖旺区,香港红十字会输血服务中心,油麻地京士柏道15号,0,0,0,0,0,0,8,0,0,-,-
12708840.0941434,2549477.25060446,394,Yau Tsim Mong,Hoi Fu Car Park,"Hoi Fu Shopping Centre, 2 Hoi Ting Road, Mong Kok, Kowloon",油尖旺區,海富停車場,九龍旺角海庭路2號海富商場,油尖旺区,海富停车场,九龙旺角海庭路2号海富商场,0,12,0,0,0,2,0,0,0,-,-
12709638.3662119,2547680.19296485,395,Yau Tsim Mong,CHI WAN BUILDING (MIRAMAR SHOPPING CENTRE),"KIMBERLEY ROAD, YAU TSIM MONG",油尖旺區,美麗華商場,油尖旺 金巴利道,油尖旺区,美麗华商场,油尖旺 金巴利道,0,16,0,2,0,2,3,0,0,Tesla Wall Connector,-
12708548.6597165,2548480.33215486,396,Yau Tsim Mong,To Wah Road car park,"J/O Lin Cheung Road & Jordan Road, Kowloon",油尖旺區,渡華路停車場,連翔道及佐敦道交界,油尖旺区,渡华路停车场,连翔道及佐敦道交界,0,0,0,0,0,0,2,0,0,-,-
12708567.9179884,2550436.08085829,397,Yau Tsim Mong,One Bedford Place,"100 Bedford Rd, Tai Kok Tsui",油尖旺區,One Bedford Place,大角咀必發道100號,油尖旺区,One Bedford Place,大角咀必发道100号,0,0,0,0,0,0,0,0,3,Tesla Supercharger,-
12709696.6976251,2547036.98086733,398,Yau Tsim Mong,H Zentre,"15 Middle Road, Tsim Sha Tsui",油尖旺區,H Zentre,尖沙咀中間道15號,油尖旺区,H Zentre,尖沙咀中间道15号,0,6,0,0,0,2,0,0,0,-,-
12710372.5182537,2547507.89729975,399,Yau Tsim Mong,InterContinental Grand Stanford,70 Mody Rd,油尖旺區,海景嘉福洲際酒店,尖沙咀麼地道70號,油尖旺区,海景嘉福洲际酒店,尖沙咀么地道70号,0,0,0,1,0,0,0,0,0,Tesla Wall Connector,-
12705935.6573091,2555445.07841059,400,Kwai Tsing,Shek Lei Shopping Centre II,"8 Shek Lei St, Shek Lei",葵青區,石籬商場二期,石梨街8號,葵青区,石篱商场二期,石梨街8号,0,0,0,0,0,0,3,0,3,-,-
12702298.7382254,2554585.86730657,401,Kwai Tsing,MTR Maritime Square Car Park,"33 TSING KING ROAD, Kwai Tsing District, New Territories",葵青區,港鐵青衣城停車場,新界 葵青區 青敬路33號,葵青区,港铁青衣城停车场,新界 葵青区 青敬路33号,0,2,0,0,0,0,0,0,2,Tesla Supercharger,-
12704644.1285769,2555791.51977867,402,Kwai Tsing,Kwai Chung Shopping Centre,"11 Sheung Kok St, Kwai Chung",葵青區,葵涌商場,葵涌上角街11號,葵青区,葵涌商场,葵涌上角街11号,0,0,0,0,1,1,8,0,0,-,-
12701880.399579,2555120.19080528,403,Kwai Tsing,Cheung Fat Car Park,"Cheung Fat Plaza, 6 Tam Kon Shan Road, Tsing Yi, New Territories",葵青區,長發停車場,新界青衣擔桿山路6號長發廣場,葵青区,长发停车场,新界青衣担杆山路6号长发广场,0,10,0,12,0,0,3,0,4,-,-
12702045.4863839,2554861.0315502,404,Kwai Tsing,Cheung On Phase 2 Car Park,"Cheung On Estate Retail and Car Park, 1 Tam Kon Shan Road, Tsing Yi, New Territories",葵青區,長安2期停車場,新界青衣擔桿山路1號長安邨商舖及停車場,葵青区,长安2期停车场,新界青衣担杆山路1号长安邨商铺及停车场,0,0,0,0,1,1,1,0,0,-,-
12704525.1280413,2554508.59102146,405,Kwai Tsing,Metroplaza,"HING FONG ROAD, KWAI TSING",葵青區,新都會廣場,葵青 興芳路,葵青区,新都会广场,葵青 兴芳路,1,0,0,1,0,0,1,0,0,-,-
12701802.587255,2553767.62341253,406,Kwai Tsing,Tsing Yi Southwest Leisure Building,"70 Chung Mei Road, Tsing Yi",葵青區,青衣西南康體大樓,青衣涌美路70號,葵青区,青衣西南康体大楼,青衣涌美路70号,6,3,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12704408.242576,2554267.73684756,407,Kwai Tsing,Magnet Place,"49 Kwai Fung Cres, Kwai Chung",葵青區,Magnet Place,葵涌葵豐街49號,葵青区,Magnet Place,葵涌葵丰街49号,0,0,0,4,0,0,0,0,0,Tesla Wall Connector,-
12705686.6356082,2556016.14472873,408,Kwai Tsing,Riley House,"79 Lei Muk Rd, Shek Yam",葵青區,達利中心,石蔭梨木道79號,葵青区,达利中心,石荫梨木道79号,0,0,0,0,0,0,5,0,0,-,-
12704911.0727159,2553548.32446292,409,Kwai Tsing,Highland Park,"LAI KONG STREET, KWAI TSING",葵青區,浩景臺,葵青 荔崗街,葵青区,浩景台,葵青 荔岗街,0,3,0,0,0,0,0,0,0,-,-
12704594.5914035,2554259.31122694,410,Kwai Tsing,Kwai Fong Car Park,"19 Kwai Yi Road, Kwai Chung, New Territories",葵青區,葵芳停車場,新界葵涌葵義路19號,葵青区,葵芳停车场,新界葵涌葵义路19号,0,94,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12704627.2080143,2554861.99451261,411,Kwai Tsing,Hang King Garden,"WING FONG ROAD, KWAI TSING",葵青區,恒景花園,葵青 榮芳路,葵青区,恒景花园,葵青 荣芳路,0,0,0,0,0,0,0,0,2,Tesla Wall Connector,-
12701411.1879253,2554967.31886041,412,Kwai Tsing,Tsing Yi Northeast Park,"10 Tam Kon Shan Road, Tsing Yi",葵青區,青衣東北公園,青衣担杆山路10號,葵青区,青衣东北公园,青衣担杆山路10号,0,6,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12704367.4996423,2554580.33036464,413,Kwai Tsing,Kwai Chung Sports Ground,"93 Hing Shing Road, Kwai Chung",葵青區,葵涌運動場,葵涌興盛路93號,葵青区,葵涌运动场,葵涌兴盛路93号,0,3,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12704700.4562393,2554899.67046044,414,Kwai Tsing,Hing Fong Road Playground,"Hing Fong Road, Kwai Chung",葵青區,興芳路遊樂場,葵涌興芳路,葵青区,兴芳路游乐场,葵涌兴芳路,0,3,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12702386.0127062,2554340.31772619,415,Kwai Tsing,Tsing Yi Sports Ground and Swimming Pool,"38 Tsing Luk Street, Tsing Yi",葵青區,青衣運動場及游泳池,青衣青綠街38號,葵青区,青衣运动场及游泳池,青衣青绿街38号,0,3,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12701811.3814947,2554391.11249146,416,Kwai Tsing,TSING YI ESTATE,"FUNG SHUE WO ROAD, KWAI TSING",葵青區,青衣邨,葵青 楓樹窩路,葵青区,青衣邨,葵青 枫树窝路,0,0,0,0,0,2,0,0,0,-,-
12706183.6771346,2556154.82144219,417,Kwai Tsing,ON YAM ESTATE,"ON CHIT STREET, KWAI TSING",葵青區,安蔭邨,葵青 安捷街,葵青区,安荫邨,葵青 安捷街,0,6,0,0,0,4,0,0,0,-,-
12704178.479147,2555079.50506492,418,Kwai Tsing,Kwai Shing West Shopping Centre Car Park,"Kwai Luen Road, Kwai Chung, N.T.",葵青區,葵盛西商場停車場,新界葵涌葵聯路,葵青区,葵盛西商场停车场,新界葵涌葵联路,0,2,0,0,0,0,0,0,0,-,-
12702476.4041327,2553042.33497197,419,Kwai Tsing,Cheung Ching Estate Car Park,"CHING HONG ROAD, TSING YI",葵青區,長青邨停車場,青衣青康路,葵青区,长青邨停车场,青衣青康路,0,19,0,0,0,0,0,0,0,-,-
12702431.0971,2552647.68820575,420,Kwai Tsing,Ching Fu Court,18 Tsing Yi Road,葵青區,青富苑,青衣路18號,葵青区,青富苑,青衣路18号,0,12,0,0,0,0,0,0,0,-,-
12704738.6388246,2555754.32333312,421,Kwai Tsing,Kwai Chung Shopping Centre,"Sheung Kok Street, Kwai Chung, N.T.",葵青區,葵涌商場停車場,新界葵涌上角街,葵青区,葵涌商场停车场,新界葵涌上角街,0,8,0,0,0,0,1,0,0,-,-
12704484.3851077,2553470.09007599,422,Kwai Tsing,Yin Lai Car Park,"Yin Lai Court Shopping Centre, 180 Lai King Hill Road, Kwai Chung, New Territories",葵青區,賢麗停車場,新界葵涌荔景山路180號賢麗苑購物中心,葵青区,贤丽停车场,新界葵涌荔景山路180号贤丽苑购物中心,0,18,0,0,0,0,0,0,0,-,-
12704720.7163866,2554274.95881146,423,Kwai Tsing,KWAI FONG TERRACE,"KWAI YI ROAD, KWAI TSING",葵青區,葵芳閣,葵青 葵義路,葵青区,葵芳阁,葵青 葵义路,0,0,0,0,0,2,0,0,0,-,-
12705795.9513482,2555901.06318851,424,Kwai Tsing,Fung King Industrial Building,"Fung King Industrial Building, 24-28 Lam Tin Street, Kwai Chung",葵青區,馮敬工業大廈,葵涌藍田街 24-28號,葵青区,冯敬工业大厦,葵涌蓝田街 24-28号,0,0,0,0,0,6,0,0,0,-,-
12705180.1319251,2555004.99504494,425,Kwai Tsing,Kowloon Commerce Centre,"KWAI CHEONG ROAD, KWAI TSING",葵青區,九龍貿易中心,葵青 葵昌路,葵青区,九龙贸易中心,葵青 葵昌路,0,0,0,4,0,0,0,0,0,Tesla Wall Connector,-
12702453.4723176,2551443.70583615,426,Kwai Tsing,Goodman Interlink,39 Tsing Yi Rd,葵青區,嘉民領達中心,青衣青衣路39號,葵青区,嘉民领达中心,青衣青衣路39号,0,0,0,6,0,0,0,0,6,Tesla Wall Connector / Supercharger,-
12701086.9142486,2554440.22226863,427,Kwai Tsing,Cheung Wang Car Park,"Cheung Wang Estate Retail and Car Park, 9 Liu To Road, Tsing Yi, New Territories",葵青區,長宏停車場,新界青衣寮肚路9號長宏邨商舖及停車場,葵青区,长宏停车场,新界青衣寮肚路9号长宏邨商铺及停车场,0,14,0,0,0,0,0,0,0,-,-
12705793.7249584,2556251.48653145,428,Kwai Tsing,Ning Fung Court,"99, Lei Muk Rd, Kwai Chung",葵青區,寧峰苑,葵涌梨木道99號,葵青区,宁峰苑,葵涌梨木道99号,0,13,0,0,0,0,0,0,0,-,-
12702088.0104293,2553965.13935549,429,Kwai Tsing,Greenview Villa,"18 Tsing Luk St, Tsing Yi",葵青區,綠悠雅苑,青衣青綠街18號,葵青区,绿悠雅苑,青衣青绿街18号,51,0,0,0,0,0,0,0,0,-,-
12702402.5993103,2554142.43626903,430,Kwai Tsing,TIVOLI GARDEN,"TSING KING ROAD, KWAI TSING",葵青區,宏福花園,葵青 青敬路,葵青区,宏福花园,葵青 青敬路,0,2,0,0,0,0,0,0,0,-,-
12702845.7622032,2551667.43013261,431,Kwai Tsing,China Merchants Logistics Centre,"38 Tsing Yi Hong Wan Rd, Tsing Yi",葵青區,中國招商局物流中心,青衣青衣航運路38 號,葵青区,中国招商局物流中心,青衣青衣航运路38 号,0,1,0,6,0,2,2,0,0,Tesla Wall Connector,-
12701489.4455273,2553488.50521423,432,Kwai Tsing,Ching Wah Court Car Park,"Ching Wah Court Retail and Car Park, 22 Tsing Chin Street, Tsing Yi, New Territories",葵青區,青華停車場,新界青衣青芊街22號青華苑商舖及停車場,葵青区,青华停车场,新界青衣青芊街22号青华苑商铺及停车场,0,9,0,0,0,0,0,0,0,-,-
12705752.6480663,2552697.39465253,433,Kwai Tsing,Wah Lai Car Park,"Wah Lai Estate Car Park, 282 Lai King Hill Road, Lai Chi Kok,  Kowloon",葵青區,華荔停車場,新界葵涌梨木道99九龍荔枝角荔景山路282號華荔邨停車場號寧峰苑停車場,葵青区,华荔停车场,新界葵涌梨木道99九龙荔枝角荔景山路282号华荔邨停车场号宁峰苑停车场,0,24,0,0,0,0,0,0,0,-,-
12705361.2487366,2555641.53073267,434,Kwai Tsing,EDGE,"30-34 KWAI WING ROAD, KWAI CHUNG, N.T.",葵青區,EDGE,葵涌葵榮路30-34號,葵青区,EDGE,葵涌葵荣路30-34号,0,2,0,0,0,0,0,0,0,-,-
12702267.0121705,2553519.07679556,435,Kwai Tsing,Cheung Hong Car Park No. 2,"12 CHING HONG ROAD, TSING YI",葵青區,長康一期2號停車場,青衣青康路12號,葵青区,长康一期2号停车场,青衣青康路12号,0,6,0,0,0,6,0,0,0,-,-
12705832.5754607,2556209.59424498,436,Kwai Tsing,Shek Yam Shopping Centre,"UG4, Shek Yam Car Park, Shek Yam Estate, Kwai Chung",葵青區,石蔭商場,葵涌梨木道120號石蔭邨石蔭停車場,葵青区,石荫商场,葵涌梨木道120号石荫邨石荫停车场,0,1,0,0,0,2,0,0,0,-,-
12702795.0005154,2556623.22497194,437,Tsuen Wan,CHINACHEM TSUEN WAN PLAZA,"CASTLE PEAK ROAD, TSUEN WAN",荃灣區,華懋荃灣廣場,荃灣 青山道,荃湾区,华懋荃湾广场,荃湾 青山道,0,0,0,0,0,0,2,0,0,-,-
12702931.4782111,2556722.18005293,438,Tsuen Wan,DISCOVERY PARK,"398 Castle Peak Road, Tsuen Wan, New Territories",荃灣區,愉景新城,荃灣青山公路荃灣段398號,荃湾区,愉景新城,荃湾青山公路荃湾段398号,1,14,0,0,0,6,3,0,0,-,-
12703827.822751,2555876.26538688,439,Tsuen Wan,Panda Place,"3 Tsuen Wah Street, Tsuen Wan, Hong Kong",荃灣區,悅來坊商場,新界荃灣荃華街3號,荃湾区,悦来坊商场,新界荃湾荃华街3号,0,6,0,10,0,4,0,0,12,Tesla Supercharger,-
12703101.351754,2555327.59331817,440,Tsuen Wan,Waterside Plaza,"38 Wing Shun Street, Tsuen Wan",荃灣區,海灣花園,荃灣永順街38號,荃湾区,海湾花园,荃湾永顺街38号,2,0,0,0,0,0,0,0,0,-,-
12703053.5956925,2555827.87366608,441,Tsuen Wan,Nina Tower,"No. 8 Yeung Uk Road,Tsuen Wan, N.T.",荃灣區,如心廣場,新界荃灣楊屋道8號,荃湾区,如心广场,新界荃湾杨屋道8号,0,0,0,0,1,1,1,0,0,-,-
12703624.7759997,2556349.23560718,442,Tsuen Wan,Tsuen Wan Car Park,"174-208 Castle Peak Road, Tsuen Wan, New Territories",荃灣區,荃灣停車場,新界荃灣青山公路-荃灣段174-208號,荃湾区,荃湾停车场,新界荃湾青山公路-荃湾段174-208号,0,162,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12703545.1825638,2556071.15783625,443,Tsuen Wan,City Landmark,Tak Hoi Street,荃灣區,荃灣城市中心,荃灣德海街,荃湾区,荃湾城市中心,荃湾德海街,1,0,0,0,0,0,0,0,0,-,-
12703613.3100922,2556173.84142814,444,Tsuen Wan,KOLOUR • Tsuen Wan II (Tsuen Wan Town Square),"CASTLE PEAK ROAD, TSUEN WAN",荃灣區,荃灣千色匯 II (荃灣城市廣場),荃灣 青山道,荃湾区,荃湾千色汇 II (荃湾城市广场),荃湾 青山道,1,0,0,0,0,0,0,0,0,-,-
12699063.0145865,2555879.51558209,445,Tsuen Wan,Royal View Hotel,"353 Castle Peak Rd - Ting Kau, Ting Kau",荃灣區,帝景酒店,汀九青山公路－汀九段353號,荃湾区,帝景酒店,汀九青山公路－汀九段353号,0,0,0,0,0,0,0,0,2,Tesla Wall Connector,-
12702443.8988414,2556393.17472477,446,Tsuen Wan,One Midtown,47 Chai Wan Kok Street Tsuen Wan NT,荃灣區,One Midtown,荃灣柴灣角街47號,荃湾区,One Midtown,荃湾柴湾角街47号,2,0,0,0,0,4,0,0,0,-,-
12703832.6094891,2555669.45796538,447,Tsuen Wan,Sheung Chui Court,"SHA TSUI ROAD, TSUEN WAN",荃灣區,尚翠苑,荃灣 沙咀道,荃湾区,尚翠苑,荃湾 沙咀道,2,0,0,0,0,0,0,0,0,-,-
12704057.4748605,2556285.55418646,448,Tsuen Wan,Wai Tsuen Sports Centre,"6 Miu Kong Street, Tsuen Wan",荃灣區,蕙荃體育館,荃灣廟崗街6號,荃湾区,蕙荃体育馆,荃湾庙岗街6号,0,3,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12705859.5147774,2555917.91608434,449,Tsuen Wan,Silka Tsuen Wan Hotel,Lam Tin Street,荃灣區,荃灣絲麗酒店,葵涌藍田街,荃湾区,荃湾丝丽酒店,葵涌蓝田街,0,2,0,0,0,0,0,0,0,-,-
12703014.7451902,2555997.24530021,450,Tsuen Wan,Citywalk,"1 Yeung Uk Road, Tsuen Wan",荃灣區,荃新天地,荃灣楊屋道1號,荃湾区,荃新天地,荃湾杨屋道1号,0,2,0,0,0,2,0,0,0,-,-
12703215.7881906,2555750.71203212,451,Tsuen Wan,Citywalk 2,"18 Yeung Uk Road, Tsuen Wan",荃灣區,荃新天地2,荃灣楊屋道18號,荃湾区,荃新天地2,荃湾杨屋道18号,0,2,0,0,0,2,0,0,0,-,-
12703008.6226182,2555485.40391389,452,Tsuen Wan,Tsuen Wan Sports Centre,"53 Wing Shun Street, Tsuen Wan",荃灣區,荃灣體育館,新界荃灣永順街53號,荃湾区,荃湾体育馆,新界荃湾永顺街53号,0,3,0,0,0,0,0,0,0,-,-
12703551.8617333,2555835.45743399,453,Tsuen Wan,BO SHEK MANSION,"SHA TSUI ROAD, TSUEN WAN",荃灣區,寶石大廈,荃灣 沙咀道,荃湾区,宝石大厦,荃湾 沙咀道,1,2,0,0,0,0,0,0,0,-,-
12703535.1638097,2555436.4114494,454,Tsuen Wan,Goodman Tsuen Wan Centre,"68 Wang Lung St, Tsuen Wan",荃灣區,嘉民荃灣中心,荃灣橫龍街68號,荃湾区,嘉民荃湾中心,荃湾横龙街68号,0,0,0,0,0,0,2,0,0,-,-
12703723.5163881,2555989.6614591,455,Tsuen Wan,Yan Chai Hospital Visitor Carpark,"7-11 Yan Chai Street, Tsuen Wan, N.T.",荃灣區,仁濟醫院訪客停車場,新界荃灣仁濟街7-11號,荃湾区,仁济医院访客停车场,新界荃湾仁济街7-11号,4,0,0,0,0,0,0,0,0,-,-
12704677.4131047,2556822.82109973,456,Tsuen Wan,Shing Mun Valley Sports Ground,"21 Shing Mun Road, Tsuen Wan",荃灣區,城門谷運動場,荃灣城門道21號,荃湾区,城门谷运动场,荃湾城门道21号,0,6,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12702541.7486738,2555909.61001213,457,Tsuen Wan,MTR Tsuen Wan West Station Car Park,"MTR Tsuen Wan West Station, Tai Ho Road, Tsuen Wan",荃灣區,港鐵荃灣西站停車場,荃灣大河道港鐵荃灣西站,荃湾区,港铁荃湾西站停车场,荃湾大河道港铁荃湾西站,0,0,0,0,0,0,2,0,0,-,-
12703804.5569774,2556434.5859438,458,Tsuen Wan,LUK YEUNG SUN CHUEN,"WAI TSUEN ROAD, TSUEN WAN",荃灣區,綠楊新邨,荃灣 蕙荃路,荃湾区,绿杨新邨,荃湾 蕙荃路,0,1,0,0,0,0,3,0,0,-,-
12704172.133936,2556388.96137973,459,Tsuen Wan,Shing Mun Valley Swimming Pool,"21 Shing Mun Road, Tsuen Wan",荃灣區,城門谷游泳池,荃灣城門道21號,荃湾区,城门谷游泳池,荃湾城门道21号,0,2,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12705581.104731,2557010.01987022,460,Tsuen Wan,Lei Muk Shue Shopping Centre,"NGONG HOM ROAD, TSUEN WAN",荃灣區,梨木樹商場,荃灣 昂磡路,荃湾区,梨木树商场,荃湾 昂磡路,0,14,0,0,0,0,0,0,0,-,-
12702829.9548355,2555863.02385735,461,Tsuen Wan,Nina Mall 2,"No. 98 Tai Ho Road,Tsuen Wan, N.T.",荃灣區,如心廣場二期,新界荃灣大河道98號,荃湾区,如心广场二期,新界荃湾大河道98号,0,4,0,0,0,0,0,0,0,-,-
12704954.5986368,2557044.81138348,462,Tsuen Wan,Cheung Shan Estate Carpark,"Cheung Shan Estate Road West, Tsuen Wan, N.T.",荃灣區,象山邨停車場,新界荃灣象山邨西路,荃湾区,象山邨停车场,新界荃湾象山邨西路,0,22,0,0,0,0,0,0,0,-,-
12703039.6807561,2556587.59165523,463,Tsuen Wan,Sime Darby House,"380 Castle Peak Rd - Tsuen Wan, Tsuen Wan",荃灣區,森那美集團大廈,荃灣青山公路 - 荃灣段380號,荃湾区,森那美集团大厦,荃湾青山公路 - 荃湾段380号,0,0,0,0,0,8,0,0,0,-,-
12703514.7923429,2556076.81564967,464,Tsuen Wan,KOLOUR • Tsuen Wan I,"68 Chung On Street, Tseun Wan",荃灣區,荃灣千色匯I,荃灣眾安街68號,荃湾区,荃湾千色汇I,荃湾众安街68号,0,5,0,0,0,4,0,0,0,-,-
12703243.5067438,2555625.0392421,465,Tsuen Wan,Plaza 88,Ma Tau Pa Road,荃灣區,Plaza 88,荃灣馬頭壩道,荃湾区,Plaza 88,荃湾马头坝道,0,0,0,28,0,0,4,0,8,Tesla Wall Connector / Supercharger,-
12702397.8125722,2556591.08275386,466,Tsuen Wan,Global Plaza (1 Sha Tsui Road),1 Sha Tsui Road,荃灣區,荃灣環貿廣場 (沙咀道 1 號),沙咀道 1 號,荃湾区,荃湾环贸广场 (沙咀道 1 号),沙咀道 1 号,0,0,0,32,0,0,0,0,3,Tesla Supercharger,-
12704229.2408348,2556548.34694143,467,Tsuen Wan,Shek Wai Kok Square,"Shek Wai Kok Rd, Kwai Chung",荃灣區,石圍角新城,葵涌石圍角路,荃湾区,石围角新城,葵涌石围角路,0,0,0,0,0,6,6,0,0,-,-
12703206.1033949,2555686.43100456,468,Tsuen Wan,Aurora,YEUNG UK ROAD,荃灣區,映日灣,楊屋道,荃湾区,映日湾,杨屋道,0,0,0,0,0,0,2,0,0,-,-
12702624.125097,2556628.64220578,469,Tsuen Wan,The Mills,PAK TIN PAR STREET,荃灣區,南豐紗廠,白田壩街,荃湾区,南丰纱厂,白田坝街,0,3,0,0,0,0,3,0,0,-,-
12697261.4199475,2555581.46326481,470,Tsuen Wan,BELLAHIO,"CASTLE PEAK ROAD - SHAM TSENG, TSUEN WAN",荃灣區,碧堤半島,荃灣 青山公路　–　深井段,荃湾区,碧堤半岛,荃湾 青山公路　–　深井段,0,3,0,0,0,0,0,0,0,-,-
12702803.0155187,2556098.24313058,471,Tsuen Wan,Tsuen Wan Plaza,"TAI PA STREET, TSUEN WAN",荃灣區,荃灣廣場,荃灣 大壩街,荃湾区,荃湾广场,荃湾 大坝街,0,0,0,0,0,4,0,0,0,-,-
12702362.9695716,2556634.66135654,472,Tsuen Wan,Sha Tsui Road,2-6 Sha Tsui Road,荃灣區,沙咀道,沙咀道2-6號,荃湾区,沙咀道,沙咀道2-6号,0,13,0,0,0,0,0,0,0,-,-
12700683.492414,2555724.22918191,473,Tsuen Wan,Grand Bay View Hotel and Resort,123 Castle Peak Road,荃灣區,華麗海灣酒店,青山道123號,荃湾区,华丽海湾酒店,青山道123号,0,2,0,0,0,0,0,0,0,-,-
12703389.7805547,2555568.7034697,474,Tsuen Wan,First Asia Tower,"First Asia Tower, Fui Yiu Kok St, Tsuen Wan",荃灣區,第一亞洲中心,荃灣灰窰角街,荃湾区,第一亚洲中心,荃湾灰窑角街,0,0,0,0,5,5,0,0,0,-,-
12720750.1664634,2557454.24911869,475,Sai Kung,Sai Kung Government Offices Carpark,"Man Nin Street No 24 ,Sai Kung",西貢區,西貢政府合署停車場,西貢萬年街24號,西贡区,西贡政府合署停车场,西贡万年街24号,0,27,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12720732.8006228,2547201.33088809,476,Sai Kung,"The Capitol, LOHAS Park 1 (comprising 5 towers)","WAN PO ROAD, SAI KUNG",西貢區,"首都, 日出康城1期",西貢 環保大道,西贡区,"首都, 日出康城1期",西贡 环保大道,0,0,0,0,1,1,4,0,0,-,-
12719961.9131491,2549584.34614766,477,Sai Kung,EAST POINT CITY,"CHUNG WA ROAD, SAI KUNG",西貢區,東港城,西貢 重華路,西贡区,东港城,西贡 重华路,2,0,0,0,0,0,2,0,6,Tesla Supercharger,-
